bear_id,bear_sex,birth_year,cap_year,cap_lat,cap_lon,cap_radio,AK_effort
6929,F,1991,2001,69.54198185,-141.4620637,FALSE,109.25
6929,F,1991,2002,71.30449327,-154.141517,TRUE,104.1333333
9412,F,1978,2004,71.54465993,-156.2068329,FALSE,197
9415,F,1972,2001,70.64375453,-146.2627765,FALSE,109.25
9825,F,1981,2001,70.49250183,-148.0137939,FALSE,109.25
9849,M,1977,2001,70.26953735,-145.41633,FALSE,109.25
9849,M,1977,2002,70.90948868,-151.2584778,FALSE,104.1333333
9849,M,1977,2005,70.76060104,-149.0795212,FALSE,150.3166667
9982,F,1980,2008,70.27079544,-143.4811043,FALSE,90.18333333
10105,M,1981,2005,70.31510544,-142.965126,FALSE,150.3166667
10105,M,1981,2008,70.63159637,-143.6635147,FALSE,90.18333333
19425,F,1990,2002,70.25910858,-140.880697,TRUE,104.1333333
20091,M,1990,2001,71.0196388,-143.9049564,FALSE,109.25
20110,M,2001,2001,70.55646,-149.58304,FALSE,109.25
20110,M,2001,2007,70.72352142,-149.2633764,FALSE,88.16666667
20110,M,2001,2008,70.54275131,-147.9224383,FALSE,90.18333333
20110,M,2001,2009,70.68781891,-148.7676239,FALSE,98.35
20111,F,2001,2001,70.55646,-149.58304,FALSE,109.25
20112,F,1992,2001,70.17763888,-145.941486,FALSE,109.25
20112,F,1992,2002,75.0,-170.0,TRUE,104.1333333
20112,F,1992,2006,70.78260803,-149.5062042,TRUE,86.48333333
20113,M,2001,2001,70.17763888,-145.941486,FALSE,109.25
20114,F,2001,2001,70.17763888,-145.941486,FALSE,109.25
20115,M,2001,2001,71.11035156,-154.8283539,FALSE,109.25
20116,F,2001,2001,71.11035156,-154.8283539,FALSE,109.25
20117,F,1990,2001,70.32358449,-146.0640961,FALSE,109.25
20117,F,1990,2002,71.01844482,-147.5939062,FALSE,104.1333333
20117,F,1990,2003,70.20509433,-144.888039,TRUE,114.2666667
20118,F,2000,2001,70.32358449,-146.0640961,FALSE,109.25
20118,F,2000,2002,70.3412915,-146.3979175,FALSE,104.1333333
20121,M,1993,2001,70.69427032,-147.1727356,FALSE,109.25
20121,M,1993,2006,70.95344162,-152.6215973,FALSE,86.48333333
20122,M,2001,2001,70.50749512,-146.6519908,TRUE,109.25
20122,M,2001,2002,70.89817474,-148.2733679,TRUE,104.1333333
20124,F,2000,2001,70.92704951,-148.4072103,FALSE,109.25
20125,M,2000,2001,70.92704951,-148.4072103,FALSE,109.25
20125,M,2000,2004,71.40604909,-156.683136,FALSE,197
20125,M,2000,2006,70.69042155,-148.2047262,FALSE,86.48333333
20125,M,2000,2010,71.03523254,-148.686203,FALSE,57.06666667
20126,M,1996,2001,70.90871331,-147.5276238,FALSE,109.25
20127,F,1993,2001,70.28379059,-145.530838,FALSE,109.25
20127,F,1993,2003,71.10846667,-146.7996333,TRUE,114.2666667
20128,F,1990,2001,70.38985952,-145.5362829,FALSE,109.25
20128,F,1990,2003,70.60049744,-144.2872294,FALSE,114.2666667
20128,F,1990,2004,70.32649994,-142.5413422,FALSE,197
20129,M,2001,2001,70.38985952,-145.5362829,FALSE,109.25
20130,F,2001,2001,70.38985952,-145.5362829,FALSE,109.25
20131,F,1983,2001,70.32083689,-144.0122793,FALSE,109.25
20131,F,1983,2007,70.73870697,-148.5567017,FALSE,88.16666667
20132,F,2001,2001,70.32083689,-144.0122793,FALSE,109.25
20132,F,2001,2006,70.69378662,-147.4935252,FALSE,86.48333333
20132,F,2001,2009,70.52760468,-148.0466858,FALSE,98.35
20132,F,2001,2010,70.19857025,-142.5338745,FALSE,57.06666667
20133,M,2001,2001,70.32083689,-144.0122793,FALSE,109.25
20144,M,1998,2002,70.71542358,-147.9492188,FALSE,104.1333333
20144,M,1998,2004,71.51424611,-155.0894786,FALSE,197
20145,M,2000,2002,71.15406138,-153.2175039,FALSE,104.1333333
20146,F,1997,2002,71.10052967,-148.4737396,FALSE,104.1333333
20147,M,2002,2002,70.25910858,-140.880697,TRUE,104.1333333
20148,F,2002,2002,70.25910858,-140.880697,TRUE,104.1333333
20149,M,1984,2002,70.16147583,-141.6765527,FALSE,104.1333333
20150,M,2002,2002,70.44736496,-147.1382932,FALSE,104.1333333
20151,M,2002,2002,70.44736496,-147.1382932,FALSE,104.1333333
20151,M,2002,2004,75.0,-170.0,FALSE,197
20151,M,2002,2006,70.90241597,-149.1865367,FALSE,86.48333333
20152,F,2002,2002,70.59418945,-149.3725861,TRUE,104.1333333
20153,M,2002,2002,70.59418945,-149.3725861,TRUE,104.1333333
20155,F,2000,2002,70.8215744,-148.5796094,FALSE,104.1333333
20155,F,2000,2004,70.28067271,-141.8665965,FALSE,197
20156,M,2000,2002,70.8215744,-148.5796094,FALSE,104.1333333
20156,M,2000,2003,70.90967407,-146.4734222,FALSE,114.2666667
20156,M,2000,2004,70.46389771,-142.7619171,FALSE,197
20156,M,2000,2005,70.4053538,-143.5330638,FALSE,150.3166667
20156,M,2000,2006,70.82001521,-148.286938,FALSE,86.48333333
20156,M,2000,2007,70.72145691,-148.4604248,FALSE,88.16666667
20157,F,1996,2002,70.52160767,-146.454939,FALSE,104.1333333
20157,F,1996,2009,70.67783203,-148.2375824,FALSE,98.35
20158,M,2002,2002,70.52160767,-146.454939,FALSE,104.1333333
20159,M,2002,2002,70.52160767,-146.454939,FALSE,104.1333333
20160,M,2002,2002,71.27927415,-147.4972169,FALSE,104.1333333
20161,F,2002,2002,71.27927415,-147.4972169,FALSE,104.1333333
20162,M,2002,2002,71.0071344,-148.226546,TRUE,104.1333333
20163,F,2002,2002,71.06898651,-147.9792889,TRUE,104.1333333
20164,F,1995,2002,70.91959106,-147.8253644,FALSE,104.1333333
20165,M,2001,2002,70.91959106,-147.8253644,FALSE,104.1333333
20166,F,1994,2002,70.53250107,-147.9376398,FALSE,104.1333333
20167,F,2002,2002,70.9208316,-147.8606378,TRUE,104.1333333
20168,F,2002,2002,70.9208316,-147.8606378,TRUE,104.1333333
20169,M,1997,2002,71.03723297,-148.0083557,FALSE,104.1333333
20170,M,1983,2002,71.01844482,-147.5939062,FALSE,104.1333333
20170,M,1983,2003,71.00839081,-149.2450659,FALSE,114.2666667
20170,M,1983,2005,70.26288452,-142.8833282,FALSE,150.3166667
20171,F,1990,2002,71.23783569,-149.889693,FALSE,104.1333333
20172,M,2001,2002,71.23783569,-149.889693,FALSE,104.1333333
20173,M,1994,2002,71.04577942,-149.9716901,FALSE,104.1333333
20173,M,1994,2005,71.7693367,-155.3242432,FALSE,150.3166667
20173,M,1994,2006,71.55263875,-155.9300639,FALSE,86.48333333
20174,M,1986,2002,70.74612579,-147.9888885,FALSE,104.1333333
20174,M,1986,2004,70.64346059,-142.6495158,FALSE,197
20176,F,1995,2002,70.75846558,-148.2531897,FALSE,104.1333333
20176,F,1995,2005,70.63305054,-146.3520203,FALSE,150.3166667
20176,F,1995,2006,70.78784332,-151.6282898,FALSE,86.48333333
20177,M,2001,2002,70.75846558,-148.2531897,FALSE,104.1333333
20177,M,2001,2004,70.23169047,-143.1641703,FALSE,197
20177,M,2001,2007,70.67146556,-148.662515,FALSE,88.16666667
20178,M,1999,2002,70.77539246,-148.0565515,FALSE,104.1333333
20179,F,2000,2002,70.77539246,-148.0565515,FALSE,104.1333333
20180,M,2000,2002,71.07000214,-150.0204388,FALSE,104.1333333
20181,M,1991,2002,70.9973732,-149.504274,FALSE,104.1333333
20182,F,2000,2002,71.15285553,-153.1335925,FALSE,104.1333333
20182,F,2000,2008,71.46583291,-156.1058797,FALSE,90.18333333
20183,F,1993,2002,71.24039429,-152.4320935,FALSE,104.1333333
20184,M,1996,2002,71.24039429,-152.4320935,FALSE,104.1333333
20184,M,1996,2003,71.00680176,-148.9226251,FALSE,114.2666667
20184,M,1996,2005,71.06817169,-153.696254,FALSE,150.3166667
20184,M,1996,2008,71.33567123,-155.5744148,FALSE,90.18333333
20184,M,1996,2009,70.83940125,-149.1691681,FALSE,98.35
20185,F,1993,2002,71.13878357,-150.3456476,FALSE,104.1333333
20185,F,1993,2008,70.67960129,-148.8860352,FALSE,90.18333333
20186,M,1988,2002,71.05780029,-150.8990723,FALSE,104.1333333
20186,M,1988,2007,70.90834,-150.26476,FALSE,88.16666667
20187,F,1999,2002,71.07630463,-150.9290442,FALSE,104.1333333
20188,F,1991,2002,71.4223204,-151.5701886,FALSE,104.1333333
20189,M,1990,2002,71.4223204,-151.5701886,FALSE,104.1333333
20189,M,1990,2003,71.56403625,-155.6571973,FALSE,114.2666667
20189,M,1990,2004,71.3854187,-156.0057404,FALSE,197
20189,M,1990,2006,71.61970266,-155.5112091,FALSE,86.48333333
20190,F,1987,2002,70.78404846,-148.8319977,FALSE,104.1333333
20191,M,2000,2002,70.78404846,-148.8319977,FALSE,104.1333333
20192,M,2000,2002,70.78404846,-148.8319977,FALSE,104.1333333
20193,F,1989,2002,70.58556442,-146.6309235,FALSE,104.1333333
20193,F,1989,2005,70.48549398,-147.5759603,FALSE,150.3166667
20193,F,1989,2006,71.12151947,-151.4756348,FALSE,86.48333333
20194,F,2002,2002,70.58556442,-146.6309235,FALSE,104.1333333
20195,M,2002,2002,70.58556442,-146.6309235,FALSE,104.1333333
20195,M,2002,2009,70.31055145,-143.9592133,FALSE,98.35
20195,M,2002,2010,70.43632813,-144.7307587,FALSE,57.06666667
20196,F,1981,2002,70.95553497,-150.1636151,FALSE,104.1333333
20197,F,2001,2002,70.95553497,-150.1636151,FALSE,104.1333333
20198,F,2001,2002,70.95553497,-150.1636151,FALSE,104.1333333
20199,M,1992,2002,71.15510361,-152.9393304,FALSE,104.1333333
20200,F,2002,2002,71.24000992,-153.0891153,TRUE,104.1333333
20201,F,2002,2002,71.24000992,-153.0891153,TRUE,104.1333333
20202,F,1995,2002,71.42604858,-155.1159091,FALSE,104.1333333
20202,F,1995,2007,71.00558726,-150.7584763,FALSE,88.16666667
20202,F,1995,2008,70.64823532,-150.7890625,FALSE,90.18333333
20202,F,1995,2009,71.56524,-153.18259,TRUE,98.35
20203,F,1998,2002,71.25571899,-154.3483575,FALSE,104.1333333
20204,F,1996,2002,71.19618469,-153.6521637,FALSE,104.1333333
20205,M,1996,2002,71.19618469,-153.6521637,FALSE,104.1333333
20206,M,1997,2002,71.44030304,-155.2232117,FALSE,104.1333333
20206,M,1997,2007,71.17630819,-152.1348551,FALSE,88.16666667
20206,M,1997,2009,70.67670288,-146.8790955,FALSE,98.35
20207,M,1995,2002,71.37030945,-153.304151,FALSE,104.1333333
20208,F,1997,2002,71.45997894,-154.4789929,FALSE,104.1333333
20209,F,2002,2002,71.45997894,-154.4789929,FALSE,104.1333333
20210,F,2002,2002,71.45997894,-154.4789929,FALSE,104.1333333
20211,F,1997,2002,71.45098755,-155.1639645,FALSE,104.1333333
20211,F,1997,2004,71.30095571,-154.1332469,FALSE,197
20213,F,1998,2002,71.32673096,-153.0353397,FALSE,104.1333333
20213,F,1998,2004,71.45191193,-155.8403778,FALSE,197
20213,F,1998,2008,71.46109422,-156.4202175,FALSE,90.18333333
20214,F,1993,2002,71.24334045,-152.8916876,FALSE,104.1333333
20215,M,1998,2002,71.24334045,-152.8916876,FALSE,104.1333333
20216,M,1994,2002,71.51200623,-152.3791675,FALSE,104.1333333
20218,M,1995,2003,71.49817444,-156.7088361,FALSE,114.2666667
20218,M,1995,2005,70.592,-142.797,FALSE,150.3166667
20218,M,1995,2009,70.51471558,-147.352887,FALSE,98.35
20219,M,1992,2003,71.40004578,-156.4492615,FALSE,114.2666667
20220,F,1999,2003,71.39504211,-156.6305975,FALSE,114.2666667
20221,F,1999,2003,71.45364685,-156.4236542,FALSE,114.2666667
20222,F,1997,2003,71.56403625,-155.6571973,FALSE,114.2666667
20223,F,1994,2003,71.51648865,-155.9643451,FALSE,114.2666667
20224,F,1992,2003,71.61423492,-154.7860431,FALSE,114.2666667
20224,F,1992,2004,70.57276433,-147.7618988,TRUE,197
20226,F,1998,2003,71.25671997,-149.2624597,FALSE,114.2666667
20227,F,1996,2003,70.61135101,-148.1066132,FALSE,114.2666667
20228,F,1997,2003,70.78511688,-147.9780701,FALSE,114.2666667
20228,F,1997,2004,70.25781148,-143.200414,FALSE,197
20229,F,1978,2003,70.99979858,-149.4047852,FALSE,114.2666667
20230,F,1994,2003,70.58668976,-146.9960541,FALSE,114.2666667
20230,F,1994,2004,70.80054474,-146.9372559,FALSE,197
20231,F,1995,2003,70.6565741,-146.802038,FALSE,114.2666667
20232,F,1993,2003,70.72985092,-147.9767133,FALSE,114.2666667
20232,F,1993,2005,70.94268799,-142.9037476,FALSE,150.3166667
20289,M,1987,2003,71.38327209,-156.4856561,FALSE,114.2666667
20290,M,1992,2003,71.44318848,-156.6669263,FALSE,114.2666667
20291,M,1988,2003,71.63962097,-156.1897821,FALSE,114.2666667
20292,M,1996,2003,71.58632614,-156.7492041,FALSE,114.2666667
20294,M,1992,2003,71.50494568,-156.6552664,FALSE,114.2666667
20294,M,1992,2004,71.4613795,-156.3657023,FALSE,197
20295,M,1997,2003,71.51169342,-156.6009174,FALSE,114.2666667
20296,M,1998,2003,71.51787354,-156.0890741,FALSE,114.2666667
20298,M,1992,2003,71.57495667,-155.3246661,FALSE,114.2666667
20299,F,1995,2003,71.61698334,-155.0848853,FALSE,114.2666667
20299,F,1995,2006,71.57502,-156.92282,FALSE,86.48333333
20300,M,1990,2007,70.17167028,-143.0465953,FALSE,88.16666667
20303,F,1983,2001,70.55646,-149.58304,FALSE,109.25
20326,F,1992,2001,70.4988763,-147.8874839,FALSE,109.25
20330,F,1992,2001,70.5741671,-147.7195446,FALSE,109.25
20330,F,1992,2002,70.44736496,-147.1382932,TRUE,104.1333333
20331,F,1992,2001,70.49370605,-147.9443213,FALSE,109.25
20333,F,1984,2001,70.25932617,-146.1471417,FALSE,109.25
20333,F,1984,2008,70.20222244,-144.0122574,FALSE,90.18333333
20333,F,1984,2009,70.20285797,-144.9326782,FALSE,98.35
20334,M,1984,2009,70.09470367,-145.1542847,FALSE,98.35
20342,M,1985,2002,71.29090912,-152.0722681,FALSE,104.1333333
20342,M,1985,2004,70.78602854,-142.489385,FALSE,197
20342,M,1985,2008,70.42998848,-143.7454557,FALSE,90.18333333
20345,F,1985,2001,70.74841825,-148.1546375,FALSE,109.25
20345,F,1985,2002,70.32,-149.6,TRUE,104.1333333
20345,F,1985,2003,71.449,-153.0372167,TRUE,114.2666667
20345,F,1985,2004,75.0,-170.0,TRUE,197
20354,F,1985,2001,70.40402603,-144.954395,FALSE,109.25
20354,F,1985,2007,70.76716667,-148.8568,FALSE,88.16666667
20354,F,1985,2009,70.727742,-145.3251984,FALSE,98.35
20354,F,1985,2010,70.59584045,-148.9280823,FALSE,57.06666667
20356,F,1988,2004,71.68694865,-156.2154104,FALSE,197
20375,M,1994,2001,70.64375453,-146.2627765,FALSE,109.25
20379,M,1991,2001,70.53249257,-145.6863942,FALSE,109.25
20406,M,1988,2004,71.67517853,-155.3898773,FALSE,197
20413,F,1997,2001,70.30145928,-145.4204943,FALSE,109.25
20413,F,1997,2002,70.75161194,-147.7069043,TRUE,104.1333333
20413,F,1997,2003,70.23353513,-143.366758,FALSE,114.2666667
20413,F,1997,2006,70.74650574,-148.6902008,FALSE,86.48333333
20413,F,1997,2007,70.66705831,-147.7975159,FALSE,88.16666667
20413,F,1997,2008,70.37708219,-146.8449834,FALSE,90.18333333
20414,F,1997,2002,71.04577942,-149.9716901,FALSE,104.1333333
20414,F,1997,2009,70.41333008,-146.7110901,FALSE,98.35
20414,F,1997,2010,70.27183685,-142.9081482,FALSE,57.06666667
20418,F,1994,2001,70.22852732,-143.6659373,FALSE,109.25
20418,F,1994,2004,70.57613068,-146.9042938,FALSE,197
20418,F,1994,2005,70.87730459,-148.9353363,FALSE,150.3166667
20418,F,1994,2006,70.57573344,-147.0534444,TRUE,86.48333333
20418,F,1994,2008,70.08773422,-143.0068665,FALSE,90.18333333
20419,F,1990,2001,70.28870697,-145.7698242,FALSE,109.25
20419,F,1990,2002,69.63233333,-140.85775,TRUE,104.1333333
20419,F,1990,2004,70.22985992,-142.9287669,FALSE,197
20419,F,1990,2005,70.90437622,-148.6146927,FALSE,150.3166667
20423,F,1996,2010,70.40882874,-144.0433807,FALSE,57.06666667
20424,M,1996,2003,70.85126678,-148.2238431,FALSE,114.2666667
20424,M,1996,2004,70.52377319,-145.6247823,FALSE,197
20424,M,1996,2007,70.20537415,-144.4842794,FALSE,88.16666667
20424,M,1996,2009,70.52877808,-146.4784546,FALSE,98.35
20424,M,1996,2010,70.25196838,-145.7282715,FALSE,57.06666667
20428,F,1994,2001,70.48609052,-147.9515446,TRUE,109.25
20437,M,1998,2003,71.0708844,-149.3651794,FALSE,114.2666667
20441,F,1991,2002,71.15406138,-153.2175039,FALSE,104.1333333
20441,F,1991,2003,71.06730438,-151.6191779,FALSE,114.2666667
20442,F,1992,2006,70.7683932,-148.867101,FALSE,86.48333333
20444,F,1989,2001,70.63074448,-147.7862946,FALSE,109.25
20446,F,1995,2006,70.79669749,-148.954836,FALSE,86.48333333
20446,F,1995,2007,70.72352142,-149.2633764,FALSE,88.16666667
20446,F,1995,2008,70.55328,-149.48772,FALSE,90.18333333
20446,F,1995,2009,70.32029877,-142.5637817,FALSE,98.35
20449,M,1993,2004,70.28566895,-144.4103653,FALSE,197
20449,M,1993,2005,70.51089096,-142.8184006,FALSE,150.3166667
20449,M,1993,2008,71.13799197,-152.5865321,FALSE,90.18333333
20449,M,1993,2009,70.09491577,-144.4980957,FALSE,98.35
20449,M,1993,2010,71.45795135,-157.1392792,FALSE,57.06666667
20452,F,1986,2001,70.50267014,-147.9542914,FALSE,109.25
20452,F,1986,2002,70.20403442,-142.256571,FALSE,104.1333333
20452,F,1986,2003,70.56131134,-148.423847,TRUE,114.2666667
20456,F,1978,2001,70.49070358,-149.0653424,TRUE,109.25
20456,F,1978,2002,71.06898651,-147.9792889,FALSE,104.1333333
20457,M,1999,2009,69.82702789,-141.0473236,FALSE,98.35
20459,F,1993,2001,70.53015495,-147.9854481,TRUE,109.25
20459,F,1993,2007,71.1869278,-152.5244253,FALSE,88.16666667
20460,F,1999,2008,70.33079376,-146.3063293,FALSE,90.18333333
20465,F,1987,2001,70.92704951,-148.4072103,FALSE,109.25
20465,F,1987,2004,71.00209808,-143.4889882,FALSE,197
20468,M,1992,2003,71.57319489,-155.5227673,FALSE,114.2666667
20468,M,1992,2007,71.00229162,-149.8149704,FALSE,88.16666667
20473,M,1988,2004,70.74296672,-147.1367523,FALSE,197
20473,M,1988,2006,70.96904755,-150.9570211,FALSE,86.48333333
20473,M,1988,2008,71.04564819,-151.1874725,FALSE,90.18333333
20473,M,1988,2009,71.66690216,-156.206955,FALSE,98.35
20474,F,1991,2001,70.49905518,-147.9997784,FALSE,109.25
20474,F,1991,2002,71.0071344,-148.226546,TRUE,104.1333333
20474,F,1991,2008,71.35746613,-155.5699168,FALSE,90.18333333
20474,F,1991,2009,70.91403503,-150.4816559,FALSE,98.35
20475,M,1992,2002,70.66730118,-147.6738083,FALSE,104.1333333
20475,M,1992,2003,71.11599213,-150.3080322,FALSE,114.2666667
20475,M,1992,2004,70.60451813,-146.7879578,FALSE,197
20475,M,1992,2010,70.27183685,-142.9081482,FALSE,57.06666667
20476,F,1992,2004,70.68048731,-146.385053,FALSE,197
20479,F,1999,2001,71.20137245,-152.690439,FALSE,109.25
20479,F,1999,2002,70.23569672,-145.3964117,FALSE,104.1333333
20479,F,1999,2006,70.42638906,-147.2688243,FALSE,86.48333333
20479,F,1999,2008,70.43470497,-146.6492633,FALSE,90.18333333
20479,F,1999,2009,70.5437088,-148.0062439,FALSE,98.35
20480,F,1999,2001,71.20137245,-152.690439,FALSE,109.25
20480,F,1999,2003,70.8802536,-150.3783773,FALSE,114.2666667
20480,F,1999,2005,70.40971883,-147.4146403,FALSE,150.3166667
20481,M,1989,2003,71.02420349,-148.7746338,FALSE,114.2666667
20482,M,1993,2002,70.52256348,-146.6875989,FALSE,104.1333333
20483,F,1992,2001,71.3234,-156.689,TRUE,109.25
20485,F,1994,2003,70.9089325,-148.459978,FALSE,114.2666667
20485,F,1994,2007,70.38297336,-143.6787947,FALSE,88.16666667
20485,F,1994,2010,71.5759201,-154.1925415,FALSE,57.06666667
20486,M,1994,2004,70.54872182,-142.5592112,FALSE,197
20486,M,1994,2005,70.42829641,-142.3377736,FALSE,150.3166667
20488,F,1993,2001,69.7396815,-141.0965332,FALSE,109.25
20488,F,1993,2002,70.49821667,-149.0938833,TRUE,104.1333333
20490,M,1993,2008,70.14954821,-143.0597738,FALSE,90.18333333
20493,F,1999,2009,70.15921173,-143.3307861,FALSE,98.35
20496,M,1995,2005,70.19751078,-143.5731262,FALSE,150.3166667
20497,M,1993,2001,70.29367523,-143.0332581,FALSE,109.25
20497,M,1993,2006,70.62432048,-147.8321849,FALSE,86.48333333
20497,M,1993,2007,71.00454712,-150.7530106,FALSE,88.16666667
20497,M,1993,2009,70.1736908,-142.5755157,FALSE,98.35
20498,M,1995,2003,70.32459615,-143.9822184,FALSE,114.2666667
20498,M,1995,2009,70.79340515,-149.469342,FALSE,98.35
20498,M,1995,2010,70.40628052,-143.4561615,FALSE,57.06666667
20499,M,1995,2008,70.34268494,-143.4493958,FALSE,90.18333333
20502,F,1988,2001,70.47586411,-147.5944131,FALSE,109.25
20502,F,1988,2002,69.91448333,-146.34395,FALSE,104.1333333
20502,F,1988,2003,70.9578653,-146.4000629,FALSE,114.2666667
20504,F,1990,2001,70.92710876,-151.5323029,TRUE,109.25
20504,F,1990,2004,71.0027949,-147.8399658,FALSE,197
20507,F,2000,2001,70.53015495,-147.9854481,TRUE,109.25
20507,F,2000,2003,70.62952423,-145.8304901,FALSE,114.2666667
20508,F,2000,2001,70.40402603,-144.954395,FALSE,109.25
20509,F,2000,2001,70.40402603,-144.954395,FALSE,109.25
20510,F,1996,2001,70.62297618,-146.5351359,FALSE,109.25
20512,M,2000,2001,70.58013753,-149.5065133,TRUE,109.25
20513,F,2000,2001,70.58013753,-149.5065133,TRUE,109.25
20518,F,2000,2007,70.25746816,-143.1948008,FALSE,88.16666667
20519,F,2000,2007,70.0440506,-142.5134674,FALSE,88.16666667
20520,F,2000,2001,70.63074448,-147.7862946,FALSE,109.25
20521,F,2000,2001,70.63074448,-147.7862946,FALSE,109.25
20525,F,2000,2003,70.41080653,-142.5720291,FALSE,114.2666667
20526,F,1990,2001,70.55819161,-147.4206312,TRUE,109.25
20526,F,1990,2002,71.35023931,-154.7502474,TRUE,104.1333333
20527,F,1993,2001,69.82507177,-141.2804974,TRUE,109.25
20527,F,1993,2003,70.75963165,-147.7625592,FALSE,114.2666667
20528,F,1994,2001,70.71728439,-147.8713531,TRUE,109.25
20528,F,1994,2002,70.54971667,-150.4422333,TRUE,104.1333333
20528,F,1994,2003,71.24573822,-151.2929449,FALSE,114.2666667
20528,F,1994,2010,71.37009583,-156.725351,FALSE,57.06666667
20529,F,1995,2001,69.92719269,-144.9194895,TRUE,109.25
20529,F,1995,2002,71.48559299,-155.5909592,TRUE,104.1333333
20529,F,1995,2004,70.42312012,-147.8456543,FALSE,197
20529,F,1995,2005,71.1566,-155.7226,TRUE,150.3166667
20529,F,1995,2010,71.44070129,-156.466507,FALSE,57.06666667
20530,F,1992,2002,70.87961667,-159.2492167,TRUE,104.1333333
20531,F,1992,2001,71.11035156,-154.8283539,FALSE,109.25
20531,F,1992,2002,70.9141861,-149.5156891,TRUE,104.1333333
20534,F,2000,2001,70.74841825,-148.1546375,FALSE,109.25
20534,F,2000,2008,70.66614761,-149.5969193,FALSE,90.18333333
20534,F,2000,2009,70.55033264,-147.3864624,FALSE,98.35
20534,F,2000,2010,70.40573273,-144.1395844,FALSE,57.06666667
20535,F,2001,2001,70.5715711,-149.4670499,TRUE,109.25
20536,F,2001,2001,70.5715711,-149.4670499,TRUE,109.25
20537,F,1975,2001,70.33971914,-143.2862915,FALSE,109.25
20538,M,1995,2001,70.33971914,-143.2862915,FALSE,109.25
20539,M,1994,2001,70.22177378,-143.7570628,FALSE,109.25
20539,M,1994,2004,70.8125946,-144.8990173,FALSE,197
20539,M,1994,2006,70.63089142,-146.6920176,FALSE,86.48333333
20540,M,2001,2001,69.7396815,-141.0965332,TRUE,109.25
20540,M,2001,2008,70.22061704,-143.9345314,FALSE,90.18333333
20541,M,1997,2001,70.55346222,-145.7360428,FALSE,109.25
20542,F,1994,2001,70.29020149,-143.5233292,FALSE,109.25
20542,F,1994,2004,70.25946503,-143.2394145,FALSE,197
20543,M,2000,2001,70.29020149,-143.5233292,FALSE,109.25
20544,F,1989,2001,71.0196388,-143.9049564,FALSE,109.25
20544,F,1989,2002,70.59418945,-149.3725861,TRUE,104.1333333
20544,F,1989,2004,70.85489553,-146.9988302,FALSE,197
20545,F,2001,2001,69.54198185,-141.4620637,FALSE,109.25
20546,F,2001,2001,69.54198185,-141.4620637,FALSE,109.25
